price,carpet_area,bedroom,bathroom,transaction_type,floor_category,luxury_category,property_type,regions,balconies_iter,furnished_status_imputed,additional_room
3.3,1891.0,3.0,3.0,resale,Mid Floor,High,flat,bangalore,3.0,0,1.0
6.9,1408.0,3.0,3.0,resale,High Floor,High,flat,mumbai,3.0,0,1.0
1.86,1216.0,3.0,3.0,new property,High Floor,Medium,builder-floor,gurgaon,3.0,0,0.0
4.2,1905.0,4.0,4.0,resale,High Floor,Medium,flat,noida,4.0,0,0.0
3.13,2128.0,3.0,3.0,resale,Low Floor,High,flat,bangalore,2.0,2,0.0
4.3,2963.0,4.0,4.0,resale,Mid Floor,Medium,penthouse,pune,2.0,0,1.0
0.8,555.0,2.0,2.0,resale,High Floor,Medium,flat,beyond thane,2.0,0,0.0
4.5,4545.0,9.0,9.0,resale,High Floor,High,villa,greater noida,3.0,2,1.0
1.1,1124.0,3.0,2.0,new property,High Floor,Medium,flat,bangalore,2.0,0,0.0
7.25,1385.0,4.0,4.0,resale,High Floor,High,flat,mumbai,3.0,0,1.0
3.45,1914.0,4.0,4.0,resale,Mid Floor,Medium,flat,gurgaon,3.0,0,1.0
5.3,6541.0,5.0,6.0,resale,High Floor,High,villa,bangalore,4.0,1,1.0
1.1,780.0,3.0,2.0,resale,High Floor,Medium,flat,greater noida,3.0,0,0.0
0.3,700.0,2.0,2.0,resale,Mid Floor,Low,flat,beyond thane,2.0,0,0.0
6.82,1850.0,4.0,4.0,new property,High Floor,Medium,flat,bangalore,3.0,0,1.0
0.65,760.0,2.0,2.0,resale,Low Floor,Low,flat,beyond thane,2.0,2,0.0
0.95,625.0,2.0,2.0,resale,Mid Floor,Low,builder-floor,new delhi,2.0,1,0.0
3.2,1780.0,4.0,5.0,resale,Mid Floor,High,flat,greater noida,4.0,0,1.0
1.2,1020.0,2.0,2.0,resale,Mid Floor,Low,flat,bangalore,2.0,1,0.0
1.5,1852.0,4.0,4.0,resale,High Floor,Medium,residential,pune,3.0,1,1.0
1.9,889.0,2.0,2.0,resale,High Floor,Medium,flat,navi mumbai,2.0,0,0.0
0.48,624.0,2.0,2.0,resale,Mid Floor,Low,flat,pune,2.0,0,0.0
4.5,3000.0,5.0,5.0,resale,High Floor,Medium,villa,thane,2.0,1,1.0
0.6,682.0,2.0,2.0,resale,Mid Floor,Low,flat,greater noida,2.0,0,0.0
2.0,2400.0,4.0,4.0,new property,Mid Floor,Medium,flat,bangalore,4.0,1,1.0
4.37,2207.0,4.0,4.0,new property,High Floor,Medium,flat,gurgaon,3.0,0,0.0
1.25,1250.0,3.0,2.0,resale,Low Floor,Low,flat,bangalore,2.0,0,0.0
1.35,836.0,2.0,2.0,resale,Mid Floor,Low,flat,bangalore,2.0,1,0.0
1.05,847.0,2.0,2.0,resale,Mid Floor,Low,flat,navi mumbai,3.0,0,0.0
0.95,1042.0,3.0,3.0,resale,Mid Floor,Medium,flat,greater noida,3.0,0,0.0
0.8,1288.0,3.0,3.0,new property,Mid Floor,Low,flat,noida,3.0,1,0.0
2.71,3300.0,4.0,3.0,resale,High Floor,Medium,villa,bangalore,2.0,0,0.0
1.73,1250.0,3.0,3.0,new property,Mid Floor,High,flat,greater noida,3.0,0,1.0
2.5,1350.0,3.0,2.0,resale,Low Floor,Low,flat,new delhi,2.0,0,0.0
1.9,1286.0,3.0,2.0,new property,Low Floor,Medium,flat,bangalore,2.0,0,0.0
1.98,673.0,2.0,2.0,new property,High Floor,Low,flat,mumbai,2.0,0,0.0
0.94,1100.0,3.0,3.0,new property,High Floor,Low,flat,pune,3.0,0,0.0
2.46,812.0,2.0,2.0,resale,Mid Floor,Low,flat,mumbai,4.0,0,1.0
2.1,1400.0,3.0,3.0,resale,High Floor,Medium,flat,bangalore,2.0,2,1.0
1.25,1080.0,3.0,2.0,resale,Low Floor,Low,builder-floor,bangalore,3.0,1,0.0
0.86,876.0,3.0,2.0,resale,Mid Floor,Low,flat,beyond thane,2.0,1,0.0
0.7,649.0,2.0,2.0,resale,Mid Floor,Low,flat,thane,2.0,0,0.0
1.53,1132.0,2.0,2.0,resale,Mid Floor,Low,flat,bangalore,2.0,0,0.0
1.0,639.0,2.0,2.0,resale,High Floor,Medium,flat,thane,2.0,0,0.0
2.7,1200.0,3.0,3.0,resale,Low Floor,Medium,builder-floor,new delhi,2.0,1,0.0
1.3,1140.0,2.0,2.0,resale,Mid Floor,Low,flat,bangalore,2.0,0,0.0
0.75,858.0,2.0,2.0,resale,Mid Floor,Low,flat,pune,2.0,1,0.0
2.5,2220.0,3.0,5.0,resale,High Floor,Medium,villa,bangalore,3.0,1,0.0
2.36,1760.0,4.0,5.0,resale,High Floor,Medium,flat,noida,5.0,0,1.0
1.35,1120.0,4.0,2.0,resale,High Floor,Medium,residential,bangalore,3.0,1,0.0
1.45,1100.0,3.0,3.0,resale,High Floor,Medium,flat,bangalore,2.0,1,0.0
1.0,1320.0,3.0,2.0,resale,Mid Floor,Low,flat,bangalore,2.0,0,0.0
2.98,1750.0,3.0,3.0,resale,High Floor,High,flat,pune,2.0,1,0.0
0.69,1200.0,2.0,2.0,resale,Low Floor,Low,flat,bangalore,2.0,1,0.0
1.48,1316.0,3.0,2.0,resale,Mid Floor,High,flat,bangalore,2.0,0,0.0
0.85,883.0,2.0,2.0,resale,High Floor,Low,residential,bangalore,2.0,0,0.0
1.15,1371.0,3.0,3.0,resale,Mid Floor,Low,flat,bangalore,3.0,2,0.0
0.75,968.4,3.0,2.0,resale,High Floor,Low,flat,new delhi,2.0,2,0.0
1.5,959.0,2.0,2.0,resale,Mid Floor,Low,flat,bangalore,2.0,1,0.0
2.75,754.0,3.0,3.0,resale,Low Floor,Medium,builder-floor,new delhi,3.0,1,0.0
1.9,826.0,3.0,3.0,resale,High Floor,Low,flat,thane,3.0,0,0.0
0.7,504.0,2.0,2.0,resale,Mid Floor,Low,flat,navi mumbai,2.0,1,0.0
0.8,900.0,2.0,2.0,resale,Mid Floor,Low,flat,pune,2.0,0,0.0
5.04,2156.0,3.0,3.0,resale,Low Floor,High,flat,bangalore,2.0,0,0.0
1.2,900.0,2.0,2.0,resale,Low Floor,Low,builder-floor,gurgaon,2.0,1,0.0
0.92,2320.0,4.0,4.0,resale,High Floor,Medium,residential,bangalore,3.0,1,0.0
1.27,800.0,2.0,2.0,resale,Mid Floor,Low,flat,pune,2.0,2,0.0
2.6,1161.0,3.0,4.0,resale,Mid Floor,High,flat,gurgaon,3.0,0,0.0
0.41,650.0,2.0,2.0,resale,High Floor,Low,flat,navi mumbai,2.0,0,0.0
0.65,966.0,3.0,3.0,resale,Mid Floor,Medium,builder-floor,noida,3.0,1,0.0
0.88,810.0,2.0,2.0,resale,Mid Floor,Low,flat,navi mumbai,2.0,1,0.0
8.6,2300.0,3.0,3.0,resale,Low Floor,Medium,flat,bangalore,3.0,1,1.0
1.85,2100.0,3.0,3.0,resale,Mid Floor,Medium,flat,bangalore,3.0,0,1.0
3.85,723.0,2.0,2.0,resale,Mid Floor,Low,flat,mumbai,2.0,1,0.0
1.4,742.0,2.0,2.0,resale,High Floor,Low,flat,thane,2.0,0,0.0
0.65,540.0,4.0,3.0,resale,High Floor,Medium,residential,gurgaon,3.0,1,0.0
5.0,3600.0,5.0,5.0,resale,High Floor,Medium,penthouse,bangalore,3.0,2,0.0
3.75,2500.0,4.0,3.0,resale,Low Floor,Medium,builder-floor,new delhi,2.0,0,1.0
0.56,575.0,2.0,2.0,resale,Mid Floor,Low,flat,thane,3.0,0,0.0
0.55,880.0,2.0,2.0,new property,Mid Floor,Low,flat,bangalore,2.0,0,0.0
0.77,775.0,2.0,2.0,resale,High Floor,Low,flat,navi mumbai,2.0,0,0.0
5.5,1100.0,3.0,3.0,new property,High Floor,Low,flat,mumbai,3.0,0,0.0
2.54,1460.0,3.0,3.0,new property,Mid Floor,Low,flat,bangalore,2.0,1,0.0
1.05,840.0,2.0,2.0,resale,High Floor,Medium,flat,pune,2.0,0,0.0
0.41,650.0,2.0,2.0,resale,Low Floor,Low,flat,beyond thane,3.0,2,0.0
1.67,1250.0,3.0,3.0,new property,Mid Floor,Low,flat,bangalore,3.0,0,0.0
3.85,1683.0,3.0,4.0,resale,High Floor,High,flat,bangalore,2.0,0,1.0
2.5,1609.0,3.0,3.0,resale,High Floor,Medium,flat,noida,3.0,0,0.0
0.55,719.0,2.0,2.0,resale,High Floor,Medium,flat,beyond thane,2.0,1,0.0
2.0,664.0,2.0,2.0,resale,High Floor,Medium,flat,mumbai,2.0,0,0.0
3.2,1480.0,3.0,3.0,resale,High Floor,Medium,flat,bangalore,2.0,2,0.0
0.62,674.0,2.0,2.0,new property,Mid Floor,Low,flat,pune,2.0,1,0.0
0.91,780.0,3.0,3.0,new property,Mid Floor,Medium,flat,bangalore,3.0,0,1.0
0.7,636.0,2.0,2.0,resale,High Floor,Low,flat,bangalore,2.0,0,0.0
0.48,656.0,2.0,2.0,resale,Mid Floor,Low,flat,beyond thane,2.0,2,0.0
1.3,1775.0,2.0,2.0,resale,Mid Floor,Low,flat,greater noida,3.0,2,0.0
2.55,1150.0,2.0,2.0,resale,Mid Floor,Low,flat,bangalore,3.0,1,0.0
1.05,640.0,2.0,2.0,resale,High Floor,Medium,flat,thane,2.0,1,1.0
0.65,634.0,2.0,2.0,resale,Mid Floor,Low,flat,navi mumbai,2.0,0,0.0
1.75,1200.0,2.0,2.0,resale,Mid Floor,Low,flat,bangalore,2.0,1,0.0
7.94,2000.0,4.0,5.0,new property,Mid Floor,Medium,flat,mumbai,3.0,0,1.0
3.6,2400.0,6.0,5.0,resale,High Floor,Medium,residential,bangalore,4.0,1,0.0
1.31,1124.0,3.0,3.0,resale,Mid Floor,Low,flat,bangalore,3.0,1,0.0
1.15,502.0,2.0,3.0,resale,High Floor,Low,flat,thane,3.0,2,0.0
2.69,1994.0,4.0,4.0,new property,High Floor,Medium,flat,greater noida,3.0,0,0.0
4.75,3302.0,4.0,4.0,resale,Low Floor,Medium,builder-floor,new delhi,2.0,1,0.0
3.69,2549.0,3.0,4.0,resale,High Floor,Medium,villa,bangalore,3.0,0,1.0
3.03,1000.0,3.0,2.0,resale,Mid Floor,Medium,flat,mumbai,3.0,1,1.0
0.57,1050.0,2.0,2.0,resale,Low Floor,Low,flat,noida,2.0,2,1.0
1.8,1071.0,3.0,3.0,resale,High Floor,Medium,residential,navi mumbai,3.0,1,0.0
6.5,5000.0,5.0,5.0,resale,Mid Floor,High,residential,bangalore,5.0,0,1.0
2.75,1700.0,3.0,3.0,resale,Mid Floor,Medium,flat,gurgaon,4.0,0,1.0
0.75,709.0,2.0,2.0,resale,Low Floor,Low,flat,navi mumbai,2.0,0,0.0
0.5,1104.0,3.0,2.0,resale,Mid Floor,Low,flat,bangalore,3.0,0,0.0
1.0,2240.0,5.0,4.0,resale,Mid Floor,Medium,flat,bangalore,4.0,0,1.0
4.1,1204.0,4.0,4.0,resale,Mid Floor,Medium,flat,mumbai,3.0,0,0.0
1.7,1044.0,3.0,3.0,resale,Mid Floor,Medium,flat,navi mumbai,3.0,1,0.0
0.38,557.0,2.0,2.0,resale,Mid Floor,Medium,flat,beyond thane,2.0,0,1.0
1.38,722.0,2.0,2.0,resale,Mid Floor,Low,flat,thane,2.0,0,0.0
0.28,600.0,2.0,2.0,resale,Mid Floor,Low,flat,pune,2.0,0,0.0
1.1,1038.0,3.0,3.0,resale,High Floor,Medium,flat,greater noida,3.0,1,0.0
2.1,1675.0,3.0,2.0,resale,Mid Floor,Medium,flat,noida,3.0,0,1.0
1.1,827.0,2.0,2.0,resale,Mid Floor,Low,flat,navi mumbai,2.0,0,0.0
1.06,980.0,2.0,2.0,resale,Low Floor,Low,flat,bangalore,2.0,0,0.0
0.34,669.0,2.0,2.0,resale,Mid Floor,Low,flat,pune,2.0,0,0.0
3.5,2000.0,4.0,4.0,resale,Low Floor,Medium,residential,bangalore,2.0,1,1.0
1.8,1392.0,3.0,3.0,resale,Low Floor,High,flat,bangalore,3.0,0,1.0
1.85,1150.0,3.0,3.0,resale,Mid Floor,Low,flat,new delhi,2.0,0,1.0
1.25,1110.0,2.0,2.0,resale,High Floor,Low,flat,bangalore,2.0,1,0.0
0.78,1055.0,3.0,2.0,resale,Low Floor,Low,builder-floor,gurgaon,3.0,1,0.0
2.6,900.0,2.0,2.0,resale,High Floor,Medium,residential,greater noida,2.0,0,1.0
4.5,750.0,2.0,2.0,resale,Mid Floor,Low,flat,noida,3.0,0,0.0
0.38,880.0,2.0,2.0,resale,High Floor,Low,flat,bangalore,2.0,2,0.0
0.91,1200.0,3.0,3.0,resale,Mid Floor,Medium,flat,greater noida,4.0,1,1.0
4.2,1841.0,3.0,3.0,resale,Low Floor,Medium,flat,bangalore,3.0,0,0.0
14.0,5000.0,6.0,5.0,new property,Low Floor,High,builder-floor,new delhi,10.0,2,1.0
5.5,1883.0,4.0,5.0,resale,Low Floor,Medium,flat,gurgaon,3.0,0,1.0
1.25,550.0,2.0,2.0,resale,Low Floor,Medium,flat,bangalore,2.0,0,1.0
2.45,1465.0,3.0,3.0,resale,Mid Floor,Low,flat,bangalore,3.0,0,1.0
4.75,2500.0,4.0,4.0,new property,Mid Floor,Medium,flat,bangalore,3.0,0,0.0
2.65,1800.0,4.0,4.0,resale,Mid Floor,Medium,flat,greater noida,4.0,0,1.0
1.05,744.0,2.0,2.0,resale,High Floor,Medium,flat,greater noida,2.0,0,0.0
3.5,4400.0,7.0,6.0,resale,Low Floor,High,residential,bangalore,4.0,1,0.0
2.25,750.0,2.0,3.0,resale,Mid Floor,Medium,flat,navi mumbai,3.0,2,0.0
5.4,2109.0,3.0,4.0,resale,High Floor,Low,flat,gurgaon,4.0,1,1.0
2.95,1768.0,4.0,4.0,new property,High Floor,Medium,flat,bangalore,3.0,0,0.0
1.2,983.0,2.0,2.0,resale,Mid Floor,Low,flat,bangalore,2.0,1,0.0
1.09,1200.0,3.0,3.0,new property,Low Floor,Medium,residential,bangalore,3.0,0,0.0
12.0,1985.0,5.0,5.0,resale,High Floor,High,flat,mumbai,4.0,0,1.0
0.78,1300.0,2.0,2.0,resale,Mid Floor,Low,flat,bangalore,2.0,1,0.0
1.75,604.0,2.0,2.0,resale,High Floor,Medium,flat,mumbai,2.0,1,0.0
1.95,3172.0,5.0,5.0,resale,High Floor,High,villa,greater noida,2.0,0,1.0
0.65,720.0,3.0,3.0,resale,Mid Floor,Medium,flat,bangalore,3.0,2,0.0
3.0,970.0,3.0,3.0,resale,Low Floor,Low,flat,thane,2.0,1,0.0
1.69,1048.0,3.0,3.0,new property,High Floor,High,flat,bangalore,2.0,0,0.0
2.45,3200.0,9.0,9.0,resale,Mid Floor,High,residential,bangalore,4.0,1,1.0
5.8,1067.0,3.0,3.0,resale,Mid Floor,High,flat,mumbai,3.0,2,0.0
0.91,859.0,2.0,2.0,resale,Low Floor,Low,flat,gurgaon,2.0,1,0.0
2.1,1402.0,3.0,3.0,resale,High Floor,Low,flat,bangalore,2.0,1,0.0
2.64,1100.0,3.0,2.0,resale,High Floor,Low,flat,thane,3.0,0,1.0
0.28,870.0,2.0,2.0,resale,High Floor,Low,flat,greater noida,2.0,1,0.0
0.68,898.0,2.0,2.0,resale,Low Floor,Low,flat,greater noida,2.0,1,0.0
2.1,1080.0,3.0,2.0,new property,Mid Floor,Medium,builder-floor,new delhi,2.0,2,1.0
0.45,850.0,2.0,2.0,new property,Low Floor,Low,builder-floor,greater noida,2.0,2,0.0
0.75,709.0,2.0,2.0,resale,Mid Floor,Low,flat,bangalore,2.0,0,0.0
1.35,1000.0,2.0,2.0,resale,Low Floor,Low,flat,new delhi,2.0,0,0.0
0.58,1199.0,2.0,2.0,resale,Low Floor,Low,flat,bangalore,2.0,1,0.0
0.57,725.0,2.0,2.0,resale,Low Floor,Low,flat,pune,2.0,0,0.0
2.0,1250.0,3.0,2.0,resale,Low Floor,Low,flat,new delhi,2.0,1,0.0
3.99,856.0,3.0,3.0,resale,High Floor,Medium,flat,mumbai,3.0,0,0.0
0.9,880.0,2.0,2.0,new property,High Floor,Low,residential,bangalore,2.0,1,0.0
0.7,863.0,2.0,2.0,resale,Mid Floor,Low,flat,noida,2.0,2,0.0
0.52,750.0,2.0,2.0,resale,Mid Floor,Low,flat,pune,2.0,0,0.0
6.02,2235.0,4.0,4.0,new property,High Floor,Low,flat,thane,3.0,0,0.0
2.6,909.0,6.0,6.0,resale,High Floor,High,residential,greater noida,2.0,1,1.0
0.72,765.0,2.0,2.0,resale,Mid Floor,Low,flat,noida,2.0,0,0.0
3.36,802.0,4.0,4.0,new property,High Floor,Medium,villa,bangalore,4.0,0,1.0
1.36,1100.0,3.0,3.0,new property,Mid Floor,Medium,flat,bangalore,2.0,0,0.0
0.78,600.0,7.0,5.0,resale,High Floor,High,residential,bangalore,4.0,1,0.0
3.0,2646.0,4.0,4.0,resale,High Floor,Low,flat,bangalore,3.0,0,1.0
3.5,6650.0,10.0,5.0,new property,Low Floor,High,residential,bangalore,10.0,1,0.0
0.57,750.0,2.0,2.0,resale,Low Floor,Low,flat,new delhi,2.0,1,0.0
2.0,700.0,2.0,2.0,resale,High Floor,Low,residential,bangalore,2.0,1,0.0
0.73,759.0,2.0,2.0,resale,Mid Floor,Low,flat,pune,2.0,1,0.0
5.25,1232.0,3.0,3.0,resale,High Floor,Medium,flat,mumbai,3.0,1,0.0
0.99,547.0,2.0,2.0,new property,Mid Floor,Low,flat,thane,2.0,0,0.0
1.75,1400.0,3.0,3.0,resale,Mid Floor,Medium,flat,pune,2.0,1,0.0
1.7,1100.0,3.0,2.0,resale,Mid Floor,Low,flat,new delhi,3.0,1,0.0
3.11,1800.0,3.0,3.0,resale,Mid Floor,High,flat,pune,2.0,1,0.0
1.25,1580.0,3.0,3.0,resale,Low Floor,Medium,flat,bangalore,2.0,1,0.0
0.96,1260.0,3.0,2.0,resale,High Floor,Medium,flat,greater noida,3.0,0,0.0
0.72,738.0,3.0,2.0,resale,High Floor,Low,flat,beyond thane,3.0,0,0.0
1.4,576.0,2.0,2.0,resale,Mid Floor,Low,flat,navi mumbai,2.0,0,0.0
0.88,1100.0,2.0,2.0,resale,High Floor,Low,flat,noida,4.0,0,1.0
3.25,853.0,3.0,3.0,resale,Mid Floor,Low,flat,mumbai,3.0,0,1.0
1.95,1000.0,3.0,2.0,resale,Low Floor,Low,flat,gurgaon,3.0,0,0.0
1.75,1200.0,3.0,3.0,resale,Mid Floor,Low,flat,bangalore,3.0,1,0.0
2.75,1250.0,3.0,3.0,resale,Mid Floor,Medium,flat,mumbai,4.0,0,0.0
2.7,4320.0,8.0,8.0,new property,Low Floor,High,residential,bangalore,4.0,1,0.0
1.25,576.0,2.0,2.0,resale,Mid Floor,Low,flat,thane,2.0,0,0.0
2.1,1397.0,3.0,3.0,resale,Mid Floor,High,flat,navi mumbai,3.0,0,0.0
1.5,1231.0,3.0,3.0,new property,Mid Floor,Low,flat,bangalore,3.0,2,1.0
1.15,864.0,3.0,2.0,resale,Low Floor,Low,flat,navi mumbai,3.0,1,0.0
0.29,801.0,2.0,2.0,resale,Mid Floor,Low,flat,new delhi,2.0,0,0.0
0.49,691.0,2.0,2.0,resale,Low Floor,Low,flat,navi mumbai,2.0,2,0.0
2.05,1311.0,3.0,3.0,resale,Low Floor,High,flat,greater noida,3.0,1,0.0
4.35,7840.0,10.0,10.0,resale,Low Floor,High,residential,bangalore,10.0,1,0.0
0.85,469.0,2.0,2.0,resale,High Floor,Low,flat,beyond thane,2.0,0,0.0
8.5,2500.0,4.0,4.0,resale,High Floor,High,flat,bangalore,3.0,0,1.0
1.99,1480.0,3.0,3.0,new property,High Floor,Medium,flat,bangalore,2.0,0,0.0
4.5,4480.0,7.0,7.0,resale,Low Floor,High,residential,bangalore,4.0,1,0.0
1.41,596.0,2.0,2.0,new property,High Floor,Medium,flat,thane,2.0,0,0.0
1.65,1600.0,3.0,5.0,resale,Low Floor,Medium,residential,bangalore,3.0,1,0.0
0.95,1500.0,3.0,3.0,resale,Low Floor,Medium,flat,greater noida,2.0,0,0.0
0.75,1700.0,2.0,2.0,resale,Mid Floor,Low,flat,new delhi,2.0,0,0.0
0.55,900.0,2.0,2.0,new property,Low Floor,Low,builder-floor,new delhi,2.0,1,1.0
0.48,716.0,2.0,2.0,resale,Low Floor,Low,flat,beyond thane,2.0,0,0.0
1.4,653.0,4.0,3.0,resale,High Floor,Medium,residential,gurgaon,3.0,1,0.0
2.69,1041.0,3.0,3.0,resale,Mid Floor,Low,flat,thane,3.0,2,0.0
2.0,1096.0,3.0,3.0,resale,High Floor,Low,flat,bangalore,2.0,0,0.0
0.91,457.0,2.0,2.0,resale,Low Floor,Low,flat,thane,2.0,1,0.0
3.0,977.0,3.0,3.0,new property,High Floor,Low,flat,mumbai,3.0,0,0.0
0.6,554.0,2.0,2.0,resale,Mid Floor,Low,flat,beyond thane,2.0,1,0.0
2.5,2400.0,5.0,4.0,new property,Low Floor,Medium,builder-floor,pune,4.0,0,0.0
2.43,1438.0,3.0,3.0,new property,High Floor,Medium,flat,gurgaon,3.0,0,0.0
1.18,1054.0,3.0,3.0,new property,High Floor,Medium,flat,pune,3.0,0,0.0
0.86,783.0,3.0,3.0,resale,High Floor,Medium,villa,greater noida,2.0,0,0.0
2.2,2320.0,5.0,4.0,resale,High Floor,Medium,residential,bangalore,3.0,0,0.0
2.25,850.0,3.0,3.0,resale,Mid Floor,Medium,flat,mumbai,3.0,2,0.0
0.65,750.0,3.0,3.0,resale,Mid Floor,Low,flat,noida,3.0,0,0.0
1.3,1416.0,3.0,3.0,resale,Low Floor,Medium,flat,pune,3.0,0,1.0
0.86,685.0,2.0,2.0,resale,Low Floor,Low,flat,bangalore,2.0,0,0.0
2.05,610.0,2.0,2.0,resale,High Floor,Medium,flat,mumbai,2.0,1,1.0
2.3,692.0,2.0,2.0,new property,Low Floor,Low,builder-floor,new delhi,2.0,1,0.0
1.85,650.0,2.0,2.0,new property,Mid Floor,Low,flat,mumbai,2.0,1,0.0
2.45,5400.0,10.0,5.0,resale,High Floor,High,residential,bangalore,4.0,0,0.0
1.26,963.0,2.0,2.0,resale,Mid Floor,Low,flat,gurgaon,3.0,1,0.0
1.17,716.0,2.0,2.0,resale,Mid Floor,Low,flat,navi mumbai,2.0,1,0.0
3.1,1400.0,3.0,3.0,resale,High Floor,High,flat,noida,3.0,1,0.0
3.2,1130.0,3.0,3.0,resale,High Floor,Medium,flat,mumbai,3.0,0,1.0
1.5,950.0,2.0,2.0,resale,Mid Floor,Medium,builder-floor,new delhi,2.0,2,1.0
0.85,857.0,2.0,2.0,resale,High Floor,Low,flat,pune,3.0,0,0.0
2.35,1450.0,4.0,3.0,new property,Low Floor,Medium,builder-floor,new delhi,2.0,1,0.0
0.4,806.0,2.0,2.0,new property,Mid Floor,Low,flat,beyond thane,2.0,0,0.0
12.21,4085.0,5.0,6.0,new property,High Floor,High,flat,noida,4.0,1,1.0
0.7,980.0,2.0,2.0,resale,Low Floor,Low,flat,bangalore,2.0,1,0.0
0.94,806.0,2.0,2.0,resale,Mid Floor,Low,flat,navi mumbai,2.0,1,0.0
3.35,5000.0,6.0,6.0,resale,High Floor,High,villa,bangalore,4.0,0,1.0
1.5,778.0,2.0,2.0,resale,High Floor,Low,flat,thane,2.0,0,0.0
0.45,952.0,2.0,2.0,resale,Low Floor,Low,flat,bangalore,2.0,1,0.0
2.3,730.0,3.0,2.0,resale,Mid Floor,Medium,flat,new delhi,2.0,1,0.0
1.1,1600.0,3.0,3.0,resale,Mid Floor,Low,flat,greater noida,3.0,0,0.0
7.25,2200.0,4.0,4.0,resale,Low Floor,Medium,builder-floor,new delhi,4.0,1,1.0
3.09,810.0,2.0,2.0,new property,High Floor,Medium,flat,mumbai,2.0,0,0.0
6.6,689.0,3.0,3.0,new property,High Floor,Medium,flat,mumbai,3.0,0,0.0
0.85,1040.0,2.0,2.0,resale,Low Floor,Low,flat,bangalore,2.0,0,0.0
0.97,1395.0,3.0,2.0,resale,Mid Floor,Low,flat,bangalore,2.0,0,0.0
0.9,1098.0,3.0,3.0,resale,High Floor,Low,flat,greater noida,3.0,0,0.0
1.0,1100.0,4.0,3.0,resale,Low Floor,Medium,residential,greater noida,3.0,2,0.0
3.15,1568.0,3.0,4.0,resale,High Floor,High,flat,noida,3.0,0,1.0
7.15,5000.0,7.0,7.0,resale,High Floor,High,villa,gurgaon,8.0,2,1.0
3.5,1330.0,3.0,3.0,resale,High Floor,Medium,flat,pune,2.0,1,0.0
7.25,2388.0,3.0,3.0,resale,Low Floor,High,flat,gurgaon,2.0,0,1.0
2.0,1250.0,3.0,3.0,resale,High Floor,Low,residential,gurgaon,2.0,1,1.0
1.65,1600.0,3.0,3.0,resale,Mid Floor,High,flat,bangalore,2.0,0,1.0
2.15,775.0,2.0,2.0,resale,Mid Floor,Low,flat,mumbai,2.0,0,0.0
1.38,3400.0,6.0,5.0,resale,Low Floor,Medium,residential,bangalore,2.0,0,0.0
1.3,1200.0,3.0,3.0,resale,High Floor,Medium,villa,bangalore,3.0,0,0.0
1.0,759.0,3.0,2.0,new property,High Floor,Low,flat,beyond thane,3.0,0,1.0
2.25,1565.0,5.0,3.0,resale,High Floor,Medium,villa,beyond thane,2.0,1,0.0
2.44,1125.0,3.0,3.0,resale,High Floor,Medium,flat,thane,3.0,1,0.0
1.65,1200.0,2.0,2.0,resale,High Floor,Low,residential,bangalore,3.0,2,0.0
0.76,717.0,2.0,2.0,resale,High Floor,Low,flat,bangalore,2.0,0,0.0
4.0,2600.0,5.0,4.0,resale,Mid Floor,Medium,flat,bangalore,3.0,1,0.0
4.0,1559.0,3.0,3.0,resale,Mid Floor,Medium,flat,gurgaon,3.0,1,0.0
6.0,1160.0,3.0,3.0,resale,High Floor,Low,flat,mumbai,3.0,0,1.0
0.85,811.0,2.0,2.0,resale,Mid Floor,Low,flat,thane,2.0,2,0.0
5.5,1250.0,3.0,2.0,resale,Low Floor,Medium,residential,new delhi,2.0,0,0.0
0.45,750.0,2.0,2.0,resale,Low Floor,Low,flat,new delhi,2.0,1,0.0
2.6,1600.0,3.0,3.0,new property,High Floor,Medium,flat,bangalore,2.0,0,0.0
0.61,620.0,2.0,2.0,resale,Mid Floor,Medium,flat,navi mumbai,2.0,0,0.0
1.3,720.0,2.0,2.0,resale,Mid Floor,Low,flat,navi mumbai,2.0,0,0.0
1.04,800.0,2.0,2.0,resale,High Floor,Low,villa,bangalore,2.0,1,0.0
1.1,837.0,2.0,2.0,resale,Mid Floor,Low,flat,navi mumbai,2.0,0,0.0
0.85,778.0,2.0,2.0,resale,Mid Floor,Low,flat,thane,2.0,0,0.0
1.2,968.0,3.0,3.0,new property,High Floor,Low,flat,pune,3.0,0,0.0
0.9,909.0,2.0,2.0,resale,Low Floor,Low,residential,noida,2.0,2,1.0
1.15,700.0,2.0,2.0,resale,Low Floor,Low,flat,pune,2.0,0,0.0
1.92,1420.0,4.0,4.0,resale,Mid Floor,Medium,flat,greater noida,6.0,1,0.0
7.5,2970.0,5.0,5.0,resale,High Floor,High,flat,noida,6.0,1,1.0
1.68,1054.0,3.0,3.0,new property,High Floor,High,flat,bangalore,2.0,0,0.0
2.37,1713.0,4.0,4.0,new property,High Floor,Medium,flat,pune,3.0,1,0.0
3.95,1070.0,3.0,3.0,resale,High Floor,Medium,flat,thane,2.0,1,1.0
1.1,900.0,2.0,2.0,resale,High Floor,Low,builder-floor,new delhi,2.0,1,0.0
3.25,1200.0,3.0,3.0,resale,Low Floor,Low,flat,mumbai,3.0,0,0.0
0.38,750.0,2.0,2.0,new property,Low Floor,Low,flat,noida,2.0,2,0.0
0.87,1264.0,3.0,3.0,resale,Mid Floor,Medium,flat,bangalore,3.0,0,0.0
